epoch,mean_loss,min_loss,max_loss,mean_val_loss,min_val_loss,max_val_loss,mean_recon,min_recon,max_recon,mean_val_recon,min_val_recon,max_val_recon,mean_kl,min_kl,max_kl,mean_val_kl,min_val_kl,max_val_kl
175,nan,nan,nan,nan,nan,nan,1091.50215,345.6628,2645.906,3591.8377250000003,1121.9991,9991.7139,nan,nan,nan,nan,nan,nan
176,nan,nan,nan,nan,nan,nan,1074.584775,364.1018,2655.4131,3972.1865,1076.5204,11497.9229,nan,nan,nan,nan,nan,nan
177,nan,nan,nan,nan,nan,nan,1101.6625000000001,400.4601,2663.7134,3446.9476250000007,1129.0171,9571.0107,nan,nan,nan,nan,nan,nan
178,nan,nan,nan,nan,nan,nan,1114.0767500000002,326.5797,2643.3442,3019.9565,1083.0543,8047.5166,nan,nan,nan,nan,nan,nan
179,nan,nan,nan,nan,nan,nan,1061.9717500000002,340.4962,2676.0061,1955.6983249999998,1162.9813,3523.2507,nan,nan,nan,nan,nan,nan
180,nan,nan,nan,nan,nan,nan,1069.05385,318.0715,2638.5374,2146.796925,1062.394,4238.376,nan,nan,nan,nan,nan,nan
181,nan,nan,nan,nan,nan,nan,1051.3275250000002,311.5287,2647.061,1966.33705,1108.1876,3709.5984,nan,nan,nan,nan,nan,nan
182,nan,nan,nan,nan,nan,nan,1066.7107999999998,318.1766,2638.9731,2196.18735,1154.0641,4839.9854,nan,nan,nan,nan,nan,nan
183,nan,nan,nan,nan,nan,nan,1080.61385,323.5534,2654.1914,2764.56705,1238.0431,6672.8174,nan,nan,nan,nan,nan,nan
184,nan,nan,nan,nan,nan,nan,1048.910175,330.1728,2644.5449,2552.5313749999996,1169.4124,5548.1079,nan,nan,nan,nan,nan,nan
185,nan,nan,nan,nan,nan,nan,1067.20975,337.7537,2646.1638,2060.0825250000003,1163.9081,4111.4829,nan,nan,nan,nan,nan,nan
186,nan,nan,nan,nan,nan,nan,1046.854625,320.6724,2648.825,2030.1467000000002,1193.0095,3965.4207,nan,nan,nan,nan,nan,nan
187,nan,nan,nan,nan,nan,nan,1047.390775,315.4497,2661.9561,1944.232475,1150.6412,3408.3491,nan,nan,nan,nan,nan,nan
188,nan,nan,nan,nan,nan,nan,1036.9968000000001,322.0906,2652.551,1902.577475,1186.0518,3572.4688,nan,nan,nan,nan,nan,nan
189,nan,nan,nan,nan,nan,nan,1056.294725,311.8112,2637.0657,1895.142425,1188.5453,3575.6035,nan,nan,nan,nan,nan,nan
190,nan,nan,nan,nan,nan,nan,1076.3803500000001,334.4781,2642.4124,2058.337125,1227.3652,3625.1753,nan,nan,nan,nan,nan,nan
191,nan,nan,nan,nan,nan,nan,1083.0000750000002,335.3864,2659.092,1992.4859749999998,1093.8182,3673.8394,nan,nan,nan,nan,nan,nan
192,nan,nan,nan,nan,nan,nan,1047.3166,300.5643,2641.8181,2415.34545,1173.7064,5177.5107,nan,nan,nan,nan,nan,nan
193,nan,nan,nan,nan,nan,nan,1058.231075,332.7017,2646.113,2602.844925,1273.2404,6223.021,nan,nan,nan,nan,nan,nan
194,nan,nan,nan,nan,nan,nan,1042.683575,319.0195,2646.5085,2983.4078,1183.7124,7743.9111,nan,nan,nan,nan,nan,nan
195,nan,nan,nan,nan,nan,nan,1055.815,329.7902,2640.7485,3783.03565,1207.4423,11014.8496,nan,nan,nan,nan,nan,nan
196,nan,nan,nan,nan,nan,nan,1036.191375,330.6419,2634.7776,2860.172075,1175.3253,7172.7251,nan,nan,nan,nan,nan,nan
197,nan,nan,nan,nan,nan,nan,1031.3543,309.568,2654.5769,2124.103325,1203.4232,4209.5674,nan,nan,nan,nan,nan,nan
198,nan,nan,nan,nan,nan,nan,1029.0755,309.8012,2640.9092,2136.83765,1138.2257,4387.4971,nan,nan,nan,nan,nan,nan
199,nan,nan,nan,nan,nan,nan,1028.0807750000001,326.1376,2649.668,2806.5263499999996,1193.4756,6391.7329,nan,nan,nan,nan,nan,nan
200,nan,nan,nan,nan,nan,nan,1026.819525,327.0488,2657.7942,2144.287125,1302.6757,4305.3721,nan,nan,nan,nan,nan,nan
201,nan,nan,nan,nan,nan,nan,1021.3652999999999,318.9213,2639.783,2052.068925,1148.3861,4018.7593,nan,nan,nan,nan,nan,nan
202,nan,nan,nan,nan,nan,nan,1024.768125,318.1776,2650.4182,2010.425125,1192.6051,3965.2808,nan,nan,nan,nan,nan,nan
203,nan,nan,nan,nan,nan,nan,1013.5418,303.9669,2633.4917,2203.105925,1146.7501,4726.0615,nan,nan,nan,nan,nan,nan
204,nan,nan,nan,nan,nan,nan,1022.233475,293.0091,2640.4534,3109.4970499999995,1145.589,8379.1562,nan,nan,nan,nan,nan,nan
205,nan,nan,nan,nan,nan,nan,1019.742175,327.2082,2636.4382,2221.9400499999997,1245.5133,4735.8892,nan,nan,nan,nan,nan,nan
206,nan,nan,nan,nan,nan,nan,1011.460125,302.4008,2643.2642,2408.34795,1145.713,5660.9697,nan,nan,nan,nan,nan,nan
207,nan,nan,nan,nan,nan,nan,1034.797,343.8409,2641.0027,2568.07535,1259.5682,6074.4551,nan,nan,nan,nan,nan,nan
208,nan,nan,nan,nan,nan,nan,1028.3469750000002,303.9883,2639.7683,2653.1665,1112.4916,6405.4409,nan,nan,nan,nan,nan,nan
209,nan,nan,nan,nan,nan,nan,1013.958225,300.1428,2642.6162,2739.6557,1184.5558,7043.6499,nan,nan,nan,nan,nan,nan
210,nan,nan,nan,nan,nan,nan,1024.827825,300.1428,2647.2024,3971.68465,1184.5558,11728.5889,nan,nan,nan,nan,nan,nan
211,nan,nan,nan,nan,nan,nan,1024.9359250000002,300.1428,2642.3643,3330.60515,1184.5558,9069.6387,nan,nan,nan,nan,nan,nan
212,nan,nan,nan,nan,nan,nan,1022.9207749999999,300.1428,2639.8037,2803.353425,1184.5558,7333.7134,nan,nan,nan,nan,nan,nan
213,nan,nan,nan,nan,nan,nan,1032.8316750000001,300.1428,2668.999,2272.92925,1184.5558,5103.8774,nan,nan,nan,nan,nan,nan
214,nan,nan,nan,nan,nan,nan,1025.1988250000002,300.1428,2642.8723,3326.183725,1184.5558,8722.7861,nan,nan,nan,nan,nan,nan
215,nan,nan,nan,nan,nan,nan,1041.381375,300.1428,2653.8972,3351.0385499999998,1184.5558,9030.8838,nan,nan,nan,nan,nan,nan
216,nan,nan,nan,nan,nan,nan,1016.908775,300.1428,2638.9214,2294.48835,1184.5558,4906.4512,nan,nan,nan,nan,nan,nan
217,nan,nan,nan,nan,nan,nan,1016.44525,300.1428,2637.668,2553.67865,1184.5558,5984.7588,nan,nan,nan,nan,nan,nan
218,nan,nan,nan,nan,nan,nan,1021.144725,300.1428,2635.5103,3227.6473499999997,1184.5558,8613.0293,nan,nan,nan,nan,nan,nan
219,nan,nan,nan,nan,nan,nan,1023.2299999999999,300.1428,2636.3115,2906.92425,1184.5558,7377.3032,nan,nan,nan,nan,nan,nan
220,nan,nan,nan,nan,nan,nan,1021.677675,300.1428,2640.5532,2740.455075,1184.5558,6556.0146,nan,nan,nan,nan,nan,nan
221,nan,nan,nan,nan,nan,nan,999.54955,300.1428,2651.52,2316.811225,1184.5558,5320.7095,nan,nan,nan,nan,nan,nan
222,nan,nan,nan,nan,nan,nan,1010.2106,300.1428,2644.3799,2384.710675,1184.5558,5509.605,nan,nan,nan,nan,nan,nan
223,nan,nan,nan,nan,nan,nan,1027.7651,300.1428,2636.7673,3001.6807249999997,1184.5558,7491.9678,nan,nan,nan,nan,nan,nan
224,nan,nan,nan,nan,nan,nan,1013.2730250000001,300.1428,2637.4636,2898.3064249999998,1184.5558,7346.3696,nan,nan,nan,nan,nan,nan
225,nan,nan,nan,nan,nan,nan,1012.5981,300.1428,2650.6794,3099.38985,1184.5558,8189.4756,nan,nan,nan,nan,nan,nan
226,nan,nan,nan,nan,nan,nan,1010.40665,300.1428,2648.2705,3101.21735,1184.5558,8171.4189,nan,nan,nan,nan,nan,nan
227,nan,nan,nan,nan,nan,nan,1031.9118,300.1428,2635.9194,2801.083225,1184.5558,6871.4961,nan,nan,nan,nan,nan,nan
228,nan,nan,nan,nan,nan,nan,1007.4482,300.1428,2638.6201,2232.91555,1184.5558,4861.4897,nan,nan,nan,nan,nan,nan
229,nan,nan,nan,nan,nan,nan,1013.5349500000001,300.1428,2642.2139,2211.7458,1184.5558,4656.6133,nan,nan,nan,nan,nan,nan
230,nan,nan,nan,nan,nan,nan,1010.4590999999999,300.1428,2635.1328,2453.3104249999997,1184.5558,5112.1201,nan,nan,nan,nan,nan,nan
231,nan,nan,nan,nan,nan,nan,1014.0004250000001,300.1428,2648.2964,2299.691125,1184.5558,4956.5493,nan,nan,nan,nan,nan,nan
232,nan,nan,nan,nan,nan,nan,1002.556375,300.1428,2641.9561,2091.1245249999997,1184.5558,4331.8604,nan,nan,nan,nan,nan,nan
233,nan,nan,nan,nan,nan,nan,1008.17755,300.1428,2635.8162,2295.448925,1184.5558,4999.3198,nan,nan,nan,nan,nan,nan
234,nan,nan,nan,nan,nan,nan,1000.5452999999999,300.1428,2633.8857,2325.34135,1184.5558,5317.7812,nan,nan,nan,nan,nan,nan
235,nan,nan,nan,nan,nan,nan,1010.0675,300.1428,2635.8584,2444.6744499999995,1184.5558,5642.0166,nan,nan,nan,nan,nan,nan
236,nan,nan,nan,nan,nan,nan,1014.214875,300.1428,2638.3953,2669.9644249999997,1184.5558,6799.8438,nan,nan,nan,nan,nan,nan
237,nan,nan,nan,nan,nan,nan,1005.09875,300.1428,2654.8535,2021.9034000000001,1175.585,4366.7798,nan,nan,nan,nan,nan,nan
238,nan,nan,nan,nan,nan,nan,1006.0812,300.1428,2649.2334,2112.873575,1184.5558,4077.5083,nan,nan,nan,nan,nan,nan
239,nan,nan,nan,nan,nan,nan,1004.6889,300.1428,2637.301,1891.49335,1184.5558,3526.4773,nan,nan,nan,nan,nan,nan
240,nan,nan,nan,nan,nan,nan,1002.7629999999999,300.1428,2642.5869,2045.09155,1184.5558,4155.0024,nan,nan,nan,nan,nan,nan
241,nan,nan,nan,nan,nan,nan,998.432525,300.1428,2638.998,1942.194525,1184.5558,3719.9136,nan,nan,nan,nan,nan,nan
242,nan,nan,nan,nan,nan,nan,1007.10165,300.1428,2641.7385,1976.3566250000001,1184.5558,3604.1001,nan,nan,nan,nan,nan,nan
243,nan,nan,nan,nan,nan,nan,1013.1317750000001,300.1428,2648.7197,1917.645775,1184.5558,3614.6555,nan,nan,nan,nan,nan,nan
244,nan,nan,nan,nan,nan,nan,1002.00815,300.1428,2643.2317,1976.977175,1184.5558,3597.9224,nan,nan,nan,nan,nan,nan
245,nan,nan,nan,nan,nan,nan,1022.969175,300.1428,2639.1611,1913.6037,1184.5558,3563.2056,nan,nan,nan,nan,nan,nan
246,nan,nan,nan,nan,nan,nan,992.085525,300.1428,2636.375,2268.146475,1184.5558,5081.2109,nan,nan,nan,nan,nan,nan
247,nan,nan,nan,nan,nan,nan,995.6319500000001,300.1428,2631.4546,3172.239475,1184.5558,8618.3203,nan,nan,nan,nan,nan,nan
248,nan,nan,nan,nan,nan,nan,1017.1259249999999,300.1428,2644.8176,3707.773,1184.5558,10835.0264,nan,nan,nan,nan,nan,nan
249,nan,nan,nan,nan,nan,nan,1010.8273499999999,300.1428,2638.5923,3341.20105,1184.5558,9359.9346,nan,nan,nan,nan,nan,nan
250,nan,nan,nan,nan,nan,nan,1004.4842,300.1428,2638.6428,2404.928325,1184.5558,5860.624,nan,nan,nan,nan,nan,nan
251,nan,nan,nan,nan,nan,nan,1002.880975,300.1428,2638.4929,2679.589825,1130.7238,7042.3867,nan,nan,nan,nan,nan,nan
252,nan,nan,nan,nan,nan,nan,1010.370425,300.1428,2643.9861,2503.408275,1184.5558,6149.7852,nan,nan,nan,nan,nan,nan
253,nan,nan,nan,nan,nan,nan,998.443175,300.1428,2643.1257,2266.601825,1184.5558,5272.7222,nan,nan,nan,nan,nan,nan
254,nan,nan,nan,nan,nan,nan,1003.844825,300.1428,2640.5022,2212.482725,1184.5558,4940.3457,nan,nan,nan,nan,nan,nan
255,nan,nan,nan,nan,nan,nan,980.121575,300.1428,2631.2891,1987.0685750000002,1184.5558,4144.0757,nan,nan,nan,nan,nan,nan
256,nan,nan,nan,nan,nan,nan,991.6042,300.1428,2635.9768,2012.5683000000001,1184.5558,4084.2434,nan,nan,nan,nan,nan,nan
257,nan,nan,nan,nan,nan,nan,994.4326,300.1428,2634.675,1885.432,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
258,nan,nan,nan,nan,nan,nan,1010.93645,300.1428,2634.675,1932.1718250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
259,nan,nan,nan,nan,nan,nan,994.5221,300.1428,2634.675,1863.08655,1123.135,3783.9624,nan,nan,nan,nan,nan,nan
260,nan,nan,nan,nan,nan,nan,1003.2522250000001,300.1428,2634.675,1950.227,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
261,nan,nan,nan,nan,nan,nan,990.795575,300.1428,2634.675,1968.18485,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
262,nan,nan,nan,nan,nan,nan,994.0873,300.1428,2634.675,1912.2213,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
263,nan,nan,nan,nan,nan,nan,1011.2160250000001,300.1428,2634.675,1916.447575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
264,nan,nan,nan,nan,nan,nan,999.9981250000001,300.1428,2634.675,1934.81415,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
265,nan,nan,nan,nan,nan,nan,1004.7489,300.1428,2634.675,1943.732,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
266,nan,nan,nan,nan,nan,nan,1000.658675,300.1428,2634.675,1899.6734250000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
267,nan,nan,nan,nan,nan,nan,1002.3314250000001,300.1428,2634.675,1966.4399250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
268,nan,nan,nan,nan,nan,nan,999.8872500000001,300.1428,2634.675,1964.654725,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
269,nan,nan,nan,nan,nan,nan,992.837525,300.1428,2634.675,1997.870775,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
270,nan,nan,nan,nan,nan,nan,983.912625,300.1428,2634.675,1949.2787500000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
271,nan,nan,nan,nan,nan,nan,984.409475,300.1428,2634.675,1995.90835,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
272,nan,nan,nan,nan,nan,nan,1031.6178750000001,300.1428,2634.675,2036.542975,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
273,nan,nan,nan,nan,nan,nan,1037.777,300.1428,2634.675,2035.091325,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
274,nan,nan,nan,nan,nan,nan,1022.978425,300.1428,2634.675,1976.4234000000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
275,nan,nan,nan,nan,nan,nan,1013.8606000000001,300.1428,2634.675,1954.4906250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
276,nan,nan,nan,nan,nan,nan,996.2883750000001,300.1428,2634.675,1929.6822,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
277,nan,nan,nan,nan,nan,nan,992.9461,300.1428,2634.675,1886.7016,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
278,nan,nan,nan,nan,nan,nan,996.91425,300.1428,2634.675,1849.711575,1069.6351,3783.9624,nan,nan,nan,nan,nan,nan
279,nan,nan,nan,nan,nan,nan,999.1691750000001,300.1428,2634.675,1944.801175,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
280,nan,nan,nan,nan,nan,nan,1014.1836500000001,300.1428,2634.675,1924.2998,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
281,nan,nan,nan,nan,nan,nan,1003.4241000000001,300.1428,2634.675,1934.689775,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
282,nan,nan,nan,nan,nan,nan,984.51205,300.1428,2634.675,1915.56445,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
283,nan,nan,nan,nan,nan,nan,1005.211825,300.1428,2634.675,1942.211675,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
284,nan,nan,nan,nan,nan,nan,1000.8833500000001,300.1428,2634.675,2000.315125,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
285,nan,nan,nan,nan,nan,nan,988.737575,300.1428,2634.675,2000.2737750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
286,nan,nan,nan,nan,nan,nan,993.4869500000001,300.1428,2634.675,1952.5274000000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
287,nan,nan,nan,nan,nan,nan,992.6363500000001,300.1428,2634.675,2004.7117250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
288,nan,nan,nan,nan,nan,nan,981.1054,300.1428,2634.675,1956.7473750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
289,nan,nan,nan,nan,nan,nan,982.1483000000001,300.1428,2634.675,1938.0464,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
290,nan,nan,nan,nan,nan,nan,997.783125,300.1428,2634.675,1916.85095,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
291,nan,nan,nan,nan,nan,nan,989.919575,300.1428,2634.675,1953.171575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
292,nan,nan,nan,nan,nan,nan,993.077025,300.1428,2634.675,1964.658425,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
293,nan,nan,nan,nan,nan,nan,987.1493250000001,300.1428,2634.675,2041.549625,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
294,nan,nan,nan,nan,nan,nan,998.302575,300.1428,2634.675,1997.0962000000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
295,nan,nan,nan,nan,nan,nan,976.4580000000001,300.1428,2634.675,1951.603575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
296,nan,nan,nan,nan,nan,nan,990.0715250000001,300.1428,2634.675,1943.8334750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
297,nan,nan,nan,nan,nan,nan,979.03925,300.1428,2634.675,1942.4017000000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
298,nan,nan,nan,nan,nan,nan,990.224675,300.1428,2634.675,1871.5805750000002,1157.1111,3783.9624,nan,nan,nan,nan,nan,nan
299,nan,nan,nan,nan,nan,nan,991.991975,300.1428,2634.675,1912.521725,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
300,nan,nan,nan,nan,nan,nan,986.331775,300.1428,2634.675,2019.6396750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
301,nan,nan,nan,nan,nan,nan,989.2354750000001,300.1428,2634.675,1971.2223000000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
302,nan,nan,nan,nan,nan,nan,987.6553,300.1428,2634.675,1952.8964250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
303,nan,nan,nan,nan,nan,nan,980.0137500000001,300.1428,2634.675,1926.0119,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
304,nan,nan,nan,nan,nan,nan,987.5836750000001,300.1428,2634.675,1999.9223,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
305,nan,nan,nan,nan,nan,nan,981.1011500000001,300.1428,2634.675,1922.32905,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
306,nan,nan,nan,nan,nan,nan,992.7308750000001,300.1428,2634.675,1898.1049,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
307,nan,nan,nan,nan,nan,nan,980.7339000000001,300.1428,2634.675,1893.038825,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
308,nan,nan,nan,nan,nan,nan,982.1200500000001,300.1428,2634.675,1906.079075,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
309,nan,nan,nan,nan,nan,nan,976.2910750000001,300.1428,2634.675,1879.646175,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
310,nan,nan,nan,nan,nan,nan,998.4829500000001,300.1428,2634.675,1888.197575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
311,nan,nan,nan,nan,nan,nan,985.47765,300.1428,2634.675,1915.93255,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
312,nan,nan,nan,nan,nan,nan,983.60175,300.1428,2634.675,1928.2746750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
313,nan,nan,nan,nan,nan,nan,973.693975,300.1428,2634.675,1894.195075,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
314,nan,nan,nan,nan,nan,nan,985.6897250000001,300.1428,2634.675,1890.073175,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
315,nan,nan,nan,nan,nan,nan,983.1090750000001,300.1428,2634.675,1935.32185,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
316,nan,nan,nan,nan,nan,nan,976.2593,300.1428,2634.675,1964.499875,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
317,nan,nan,nan,nan,nan,nan,980.918575,300.1428,2634.675,1881.37635,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
318,nan,nan,nan,nan,nan,nan,981.21235,300.1428,2634.675,1849.265625,1067.8513,3783.9624,nan,nan,nan,nan,nan,nan
319,nan,nan,nan,nan,nan,nan,978.216275,300.1428,2634.675,1901.1612,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
320,nan,nan,nan,nan,nan,nan,987.4769500000001,300.1428,2634.675,1876.1929,1175.5604,3783.9624,nan,nan,nan,nan,nan,nan
321,nan,nan,nan,nan,nan,nan,978.5392,300.1428,2634.675,1894.140025,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
322,nan,nan,nan,nan,nan,nan,982.1184750000001,300.1428,2634.675,1821.9483750000002,958.5823,3783.9624,nan,nan,nan,nan,nan,nan
323,nan,nan,nan,nan,nan,nan,985.0006500000001,300.1428,2634.675,1843.3627250000002,1044.2397,3783.9624,nan,nan,nan,nan,nan,nan
324,nan,nan,nan,nan,nan,nan,980.1636500000001,300.1428,2634.675,1853.546675,1084.9755,3783.9624,nan,nan,nan,nan,nan,nan
325,nan,nan,nan,nan,nan,nan,969.950925,300.1428,2634.675,1880.390925,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
326,nan,nan,nan,nan,nan,nan,973.295025,300.1428,2634.675,1927.029275,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
327,nan,nan,nan,nan,nan,nan,982.3458,300.1428,2634.675,1907.7272500000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
328,nan,nan,nan,nan,nan,nan,985.39085,300.1428,2634.675,1866.5221250000002,1136.8773,3783.9624,nan,nan,nan,nan,nan,nan
329,nan,nan,nan,nan,nan,nan,977.73,300.1428,2634.675,1899.629725,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
330,nan,nan,nan,nan,nan,nan,983.24755,300.1428,2634.675,1958.8777750000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
331,nan,nan,nan,nan,nan,nan,973.7838250000001,300.1428,2634.675,1936.619575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
332,nan,nan,nan,nan,nan,nan,981.2201,300.1428,2634.675,1936.67795,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
333,nan,nan,nan,nan,nan,nan,974.742425,300.1428,2634.675,1922.8738500000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
334,nan,nan,nan,nan,nan,nan,981.7191750000001,300.1428,2634.675,1929.3147000000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
335,nan,nan,nan,nan,nan,nan,974.7802750000001,300.1428,2634.675,1903.841925,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
336,nan,nan,nan,nan,nan,nan,975.101125,300.1428,2634.675,1913.199975,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
337,nan,nan,nan,nan,nan,nan,970.3972500000001,300.1428,2634.675,1875.741575,1173.7551,3783.9624,nan,nan,nan,nan,nan,nan
338,nan,nan,nan,nan,nan,nan,973.3847000000001,300.1428,2634.675,1927.2812000000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
339,nan,nan,nan,nan,nan,nan,987.8983750000001,300.1428,2634.675,1885.13645,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
340,nan,nan,nan,nan,nan,nan,984.106275,300.1428,2634.675,1978.289575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
341,nan,nan,nan,nan,nan,nan,985.606125,300.1428,2634.675,1993.801875,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
342,nan,nan,nan,nan,nan,nan,975.9192,300.1428,2634.675,1899.510125,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
343,nan,nan,nan,nan,nan,nan,979.461625,300.1428,2634.675,1931.97285,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
344,nan,nan,nan,nan,nan,nan,963.23005,300.1428,2634.675,1897.2064,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
345,nan,nan,nan,nan,nan,nan,977.751125,300.1428,2634.675,1901.08705,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
346,nan,nan,nan,nan,nan,nan,971.8483,300.1428,2634.675,1927.4737,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
347,nan,nan,nan,nan,nan,nan,963.520525,300.1428,2634.675,1884.12825,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
348,nan,nan,nan,nan,nan,nan,979.6543250000001,300.1428,2634.675,1902.631925,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
349,nan,nan,nan,nan,nan,nan,969.78625,300.1428,2634.675,1968.84165,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
350,nan,nan,nan,nan,nan,nan,978.86035,300.1428,2634.675,1887.68485,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
351,nan,nan,nan,nan,nan,nan,971.7668,300.1428,2634.675,1984.478225,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
352,nan,nan,nan,nan,nan,nan,975.932125,300.1428,2634.675,1975.0508750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
353,nan,nan,nan,nan,nan,nan,967.584275,300.1428,2634.675,1901.1313,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
354,nan,nan,nan,nan,nan,nan,980.275075,300.1428,2634.675,1864.3252,1128.0896,3783.9624,nan,nan,nan,nan,nan,nan
355,nan,nan,nan,nan,nan,nan,981.278125,300.1428,2634.675,1870.0695,1151.0668,3783.9624,nan,nan,nan,nan,nan,nan
356,nan,nan,nan,nan,nan,nan,964.8119750000001,300.1428,2634.675,1878.010575,1182.8311,3783.9624,nan,nan,nan,nan,nan,nan
357,nan,nan,nan,nan,nan,nan,964.6548750000001,300.1428,2634.675,1908.4685000000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
358,nan,nan,nan,nan,nan,nan,960.89885,300.1428,2634.675,1876.4129500000001,1176.4406,3783.9624,nan,nan,nan,nan,nan,nan
359,nan,nan,nan,nan,nan,nan,964.1643,300.1428,2634.675,1832.62245,1001.2786,3783.9624,nan,nan,nan,nan,nan,nan
360,nan,nan,nan,nan,nan,nan,962.831125,300.1428,2634.675,1852.8321,1082.1172,3783.9624,nan,nan,nan,nan,nan,nan
361,nan,nan,nan,nan,nan,nan,981.3780750000001,300.1428,2634.675,1854.17835,1087.5022,3783.9624,nan,nan,nan,nan,nan,nan
362,nan,nan,nan,nan,nan,nan,974.6724750000001,300.1428,2634.675,1897.337125,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
