epoch,mean_loss,min_loss,max_loss,mean_val_loss,min_val_loss,max_val_loss,mean_recon,min_recon,max_recon,mean_val_recon,min_val_recon,max_val_recon,mean_kl,min_kl,max_kl,mean_val_kl,min_val_kl,max_val_kl
363,nan,nan,nan,nan,nan,nan,965.1009,300.1428,2634.675,1866.477625,1136.6993,3783.9624,nan,nan,nan,nan,nan,nan
364,nan,nan,nan,nan,nan,nan,972.032175,300.1428,2634.675,1862.1123,1119.238,3783.9624,nan,nan,nan,nan,nan,nan
365,nan,nan,nan,nan,nan,nan,965.178925,300.1428,2634.675,1945.43165,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
366,nan,nan,nan,nan,nan,nan,967.912725,300.1428,2634.675,1863.182325,1123.5181,3783.9624,nan,nan,nan,nan,nan,nan
367,nan,nan,nan,nan,nan,nan,966.18735,300.1428,2634.675,1871.317625,1156.0593,3783.9624,nan,nan,nan,nan,nan,nan
368,nan,nan,nan,nan,nan,nan,955.7206500000001,300.1428,2634.675,1856.4792,1096.7056,3783.9624,nan,nan,nan,nan,nan,nan
369,nan,nan,nan,nan,nan,nan,964.2648250000001,300.1428,2634.675,1873.86155,1166.235,3783.9624,nan,nan,nan,nan,nan,nan
370,nan,nan,nan,nan,nan,nan,964.7492000000001,300.1428,2634.675,1929.852725,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
371,nan,nan,nan,nan,nan,nan,970.18825,300.1428,2634.675,1956.1910500000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
372,nan,nan,nan,nan,nan,nan,957.8975,300.1428,2634.675,1939.800775,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
373,nan,nan,nan,nan,nan,nan,984.9575500000001,300.1428,2634.675,1904.6615,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
374,nan,nan,nan,nan,nan,nan,966.0215750000001,300.1428,2634.675,1915.883675,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
375,nan,nan,nan,nan,nan,nan,965.045425,300.1428,2634.675,1899.197125,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
376,nan,nan,nan,nan,nan,nan,967.48955,300.1428,2634.675,1893.2096,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
377,nan,nan,nan,nan,nan,nan,980.231525,300.1428,2634.675,1876.2037750000002,1175.6039,3783.9624,nan,nan,nan,nan,nan,nan
378,nan,nan,nan,nan,nan,nan,961.358725,300.1428,2634.675,1896.141675,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
379,nan,nan,nan,nan,nan,nan,959.8539750000001,300.1428,2634.675,1893.7494,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
380,nan,nan,nan,nan,nan,nan,967.35805,300.1428,2634.675,1933.131925,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
381,nan,nan,nan,nan,nan,nan,994.6526250000001,300.1428,2634.675,1899.3361750000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
382,nan,nan,nan,nan,nan,nan,982.7721250000001,300.1428,2634.675,1923.7074,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
383,nan,nan,nan,nan,nan,nan,973.671325,300.1428,2634.675,1852.916,1082.4528,3783.9624,nan,nan,nan,nan,nan,nan
384,nan,nan,nan,nan,nan,nan,967.49495,300.1428,2634.675,1877.092325,1179.1581,3783.9624,nan,nan,nan,nan,nan,nan
385,nan,nan,nan,nan,nan,nan,959.87125,300.1428,2634.675,1879.583075,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
386,nan,nan,nan,nan,nan,nan,960.071225,300.1428,2634.675,1849.45395,1068.6046,3783.9624,nan,nan,nan,nan,nan,nan
387,nan,nan,nan,nan,nan,nan,957.67105,300.1428,2634.675,1875.382025,1172.3169,3783.9624,nan,nan,nan,nan,nan,nan
388,nan,nan,nan,nan,nan,nan,961.390075,300.1428,2634.675,1889.7483,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
389,nan,nan,nan,nan,nan,nan,968.230275,300.1428,2634.675,1901.989875,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
390,nan,nan,nan,nan,nan,nan,959.0036,300.1428,2634.675,1891.9345250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
391,nan,nan,nan,nan,nan,nan,962.4286000000001,300.1428,2634.675,1895.086825,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
392,nan,nan,nan,nan,nan,nan,966.0466250000001,300.1428,2634.675,1902.5592,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
393,nan,nan,nan,nan,nan,nan,959.5736750000001,300.1428,2634.675,1861.92315,1118.4814,3783.9624,nan,nan,nan,nan,nan,nan
394,nan,nan,nan,nan,nan,nan,977.109775,300.1428,2634.675,1871.622775,1157.2799,3783.9624,nan,nan,nan,nan,nan,nan
395,nan,nan,nan,nan,nan,nan,963.1666,300.1428,2634.675,1937.3623,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
396,nan,nan,nan,nan,nan,nan,952.9110000000001,300.1428,2634.675,1933.12305,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
397,nan,nan,nan,nan,nan,nan,957.67075,300.1428,2634.675,1888.796075,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
398,nan,nan,nan,nan,nan,nan,965.0674750000001,300.1428,2634.675,1860.7953,1113.97,3783.9624,nan,nan,nan,nan,nan,nan
399,nan,nan,nan,nan,nan,nan,950.91485,300.1428,2634.675,1878.1562000000001,1183.4136,3783.9624,nan,nan,nan,nan,nan,nan
400,nan,nan,nan,nan,nan,nan,958.7350250000001,300.1428,2634.675,1918.643125,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
401,nan,nan,nan,nan,nan,nan,972.8117000000001,300.1428,2634.675,1900.761425,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
402,nan,nan,nan,nan,nan,nan,951.439825,300.1428,2634.675,1887.16905,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
403,nan,nan,nan,nan,nan,nan,968.841575,300.1428,2634.675,1903.809,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
404,nan,nan,nan,nan,nan,nan,965.1701750000001,300.1428,2634.675,1909.419675,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
405,nan,nan,nan,nan,nan,nan,956.444525,300.1428,2634.675,1881.9942,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
406,nan,nan,nan,nan,nan,nan,966.15515,300.1428,2634.675,1875.92335,1174.4822,3783.9624,nan,nan,nan,nan,nan,nan
407,nan,nan,nan,nan,nan,nan,960.72775,300.1428,2634.675,1895.36895,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
408,nan,nan,nan,nan,nan,nan,958.4363000000001,300.1428,2634.675,1883.41165,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
409,nan,nan,nan,nan,nan,nan,959.55465,300.1428,2634.675,1881.4474500000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
410,nan,nan,nan,nan,nan,nan,957.251575,300.1428,2634.675,1896.2943750000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
411,nan,nan,nan,nan,nan,nan,972.8762,300.1428,2634.675,1910.4951250000001,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
412,nan,nan,nan,nan,nan,nan,951.0305000000001,300.1428,2634.675,1878.72895,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
413,nan,nan,nan,nan,nan,nan,957.443975,300.1428,2634.675,1874.608575,1169.2231,3783.9624,nan,nan,nan,nan,nan,nan
414,nan,nan,nan,nan,nan,nan,954.189575,300.1428,2634.675,1850.055675,1071.0115,3783.9624,nan,nan,nan,nan,nan,nan
415,nan,nan,nan,nan,nan,nan,945.324825,300.1428,2634.675,1868.765475,1145.8507,3783.9624,nan,nan,nan,nan,nan,nan
416,nan,nan,nan,nan,nan,nan,970.9479,300.1428,2634.675,1877.533475,1180.9227,3783.9624,nan,nan,nan,nan,nan,nan
417,nan,nan,nan,nan,nan,nan,957.9174,300.1428,2634.675,1873.3678,1164.26,3783.9624,nan,nan,nan,nan,nan,nan
418,nan,nan,nan,nan,nan,nan,949.413525,300.1428,2634.675,1854.4073250000001,1088.4181,3783.9624,nan,nan,nan,nan,nan,nan
419,nan,nan,nan,nan,nan,nan,959.1177250000001,300.1428,2634.675,1842.190125,1039.5493,3783.9624,nan,nan,nan,nan,nan,nan
420,nan,nan,nan,nan,nan,nan,955.2368250000001,300.1428,2634.675,1877.5767250000001,1181.0957,3783.9624,nan,nan,nan,nan,nan,nan
421,nan,nan,nan,nan,nan,nan,958.715775,300.1428,2634.675,1874.3253750000001,1168.0903,3783.9624,nan,nan,nan,nan,nan,nan
422,nan,nan,nan,nan,nan,nan,962.0371,300.1428,2634.675,1871.3931,1156.3612,3783.9624,nan,nan,nan,nan,nan,nan
423,nan,nan,nan,nan,nan,nan,956.162625,300.1428,2634.675,1896.872575,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
424,nan,nan,nan,nan,nan,nan,956.0863250000001,300.1428,2634.675,1889.8304500000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
425,nan,nan,nan,nan,nan,nan,955.7145250000001,300.1428,2634.675,1882.364225,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
426,nan,nan,nan,nan,nan,nan,958.1998,300.1428,2634.675,1894.546525,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
427,nan,nan,nan,nan,nan,nan,947.101975,300.1428,2634.675,1885.958675,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
428,nan,nan,nan,nan,nan,nan,979.8396,300.1428,2634.675,1876.4159,1176.4524,3783.9624,nan,nan,nan,nan,nan,nan
429,nan,nan,nan,nan,nan,nan,978.3921250000001,300.1428,2634.675,1883.017525,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
430,nan,nan,nan,nan,nan,nan,959.8981500000001,300.1428,2634.675,1885.8801500000002,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
431,nan,nan,nan,nan,nan,nan,966.617375,300.1428,2634.675,1851.291025,1075.9529,3783.9624,nan,nan,nan,nan,nan,nan
432,nan,nan,nan,nan,nan,nan,950.9424250000001,300.1428,2634.675,1836.0617,1015.0356,3783.9624,nan,nan,nan,nan,nan,nan
433,nan,nan,nan,nan,nan,nan,949.02615,300.1428,2634.675,1853.785225,1085.9297,3783.9624,nan,nan,nan,nan,nan,nan
434,nan,nan,nan,nan,nan,nan,955.5560250000001,300.1428,2634.675,1849.50685,1068.8162,3783.9624,nan,nan,nan,nan,nan,nan
435,nan,nan,nan,nan,nan,nan,955.5987250000001,300.1428,2634.675,1867.4510500000001,1140.593,3783.9624,nan,nan,nan,nan,nan,nan
436,nan,nan,nan,nan,nan,nan,951.2104250000001,300.1428,2634.675,1900.44595,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
437,nan,nan,nan,nan,nan,nan,949.38035,300.1428,2634.675,1879.034175,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
438,nan,nan,nan,nan,nan,nan,953.8454250000001,300.1428,2634.675,1895.03845,1184.5558,3783.9624,nan,nan,nan,nan,nan,nan
439,nan,nan,nan,nan,nan,nan,961.5808000000001,300.1428,2634.675,1848.082025,1063.1169,3783.9624,nan,nan,nan,nan,nan,nan
440,nan,nan,nan,nan,nan,nan,945.096125,300.1428,2634.675,1873.2428,1163.76,3783.9624,nan,nan,nan,nan,nan,nan
441,nan,nan,nan,nan,nan,nan,950.72945,300.1428,2634.675,1850.9867000000002,1074.7356,3783.9624,nan,nan,nan,nan,nan,nan
442,nan,nan,nan,nan,nan,nan,955.9386000000001,300.1428,2634.675,1843.979475,1046.7067,3783.9624,nan,nan,nan,nan,nan,nan
443,nan,nan,nan,nan,nan,nan,954.6686500000001,300.1428,2634.675,1864.6747500000001,1129.4878,3783.9624,nan,nan,nan,nan,nan,nan
444,nan,nan,nan,nan,nan,nan,949.11505,300.1428,2634.675,1846.146725,1055.3757,3783.9624,nan,nan,nan,nan,nan,nan
445,nan,nan,nan,nan,nan,nan,953.653575,300.1428,2634.675,1873.843,1166.1608,3783.9624,nan,nan,nan,nan,nan,nan
446,nan,nan,nan,nan,nan,nan,952.56425,300.1428,2634.675,1856.962275,1098.6379,3783.9624,nan,nan,nan,nan,nan,nan
447,nan,nan,nan,nan,nan,nan,951.41845,300.1428,2634.675,1868.71495,1145.6486,3783.9624,nan,nan,nan,nan,nan,nan
448,nan,nan,nan,nan,nan,nan,949.7431,300.1428,2634.675,1861.87335,1118.2822,3783.9624,nan,nan,nan,nan,nan,nan
449,nan,nan,nan,nan,nan,nan,952.0626000000001,300.1428,2634.675,1872.661525,1161.4349,3783.9624,nan,nan,nan,nan,nan,nan
450,nan,nan,nan,nan,nan,nan,945.9407500000001,300.1428,2634.675,1866.19075,1135.5518,3783.9624,nan,nan,nan,nan,nan,nan
451,nan,nan,nan,nan,nan,nan,956.3273750000001,300.1428,2634.675,1860.51545,1112.8506,3783.9624,nan,nan,nan,nan,nan,nan
452,nan,nan,nan,nan,nan,nan,955.3312000000001,300.1428,2634.675,1859.3889000000001,1108.3444,3783.9624,nan,nan,nan,nan,nan,nan
453,nan,nan,nan,nan,nan,nan,947.5284750000001,300.1428,2634.675,1855.796075,1093.9731,3783.9624,nan,nan,nan,nan,nan,nan
454,nan,nan,nan,nan,nan,nan,959.4075750000001,300.1428,2634.675,1875.416625,1172.4553,3783.9624,nan,nan,nan,nan,nan,nan
455,nan,nan,nan,nan,nan,nan,945.540925,300.1428,2634.675,1859.143325,1107.3621,3783.9624,nan,nan,nan,nan,nan,nan
456,nan,nan,nan,nan,nan,nan,944.84415,300.1428,2634.675,1857.874475,1102.2867,3783.9624,nan,nan,nan,nan,nan,nan
457,nan,nan,nan,nan,nan,nan,943.840425,300.1428,2634.675,1859.810575,1110.0311,3783.9624,nan,nan,nan,nan,nan,nan
458,nan,nan,nan,nan,nan,nan,950.9501,300.1428,2634.675,1867.946725,1142.5757,3783.9624,nan,nan,nan,nan,nan,nan
459,nan,nan,nan,nan,nan,nan,949.32335,300.1428,2634.675,1854.7334,1089.7224,3783.9624,nan,nan,nan,nan,nan,nan
460,nan,nan,nan,nan,nan,nan,952.195675,300.1428,2634.675,1863.5185000000001,1124.8628,3783.9624,nan,nan,nan,nan,nan,nan
461,nan,nan,nan,nan,nan,nan,954.30605,300.1428,2634.675,1865.594,1133.1648,3783.9624,nan,nan,nan,nan,nan,nan
462,nan,nan,nan,nan,nan,nan,948.8686250000001,300.1428,2634.675,1858.1559750000001,1103.4127,3783.9624,nan,nan,nan,nan,nan,nan
463,nan,nan,nan,nan,nan,nan,955.4044250000001,300.1428,2634.675,1856.3196500000001,1096.0674,3783.9624,nan,nan,nan,nan,nan,nan
464,nan,nan,nan,nan,nan,nan,945.85485,300.1428,2634.675,1853.9658000000002,1086.652,3783.9624,nan,nan,nan,nan,nan,nan
465,nan,nan,nan,nan,nan,nan,949.0762000000001,300.1428,2634.675,1854.7677,1089.8596,3783.9624,nan,nan,nan,nan,nan,nan
466,nan,nan,nan,nan,nan,nan,942.6651750000001,300.1428,2634.675,1842.2401750000001,1039.7495,3783.9624,nan,nan,nan,nan,nan,nan
467,nan,nan,nan,nan,nan,nan,957.499725,300.1428,2634.675,1854.643875,1089.3643,3783.9624,nan,nan,nan,nan,nan,nan
468,nan,nan,nan,nan,nan,nan,943.989725,300.1428,2634.675,1852.617825,1081.2601,3783.9624,nan,nan,nan,nan,nan,nan
469,nan,nan,nan,nan,nan,nan,950.21055,300.1428,2634.675,1859.02655,1106.895,3783.9624,nan,nan,nan,nan,nan,nan
470,nan,nan,nan,nan,nan,nan,945.6919,300.1428,2634.675,1851.527875,1076.9003,3783.9624,nan,nan,nan,nan,nan,nan
471,nan,nan,nan,nan,nan,nan,959.608475,300.1428,2634.675,1851.4318250000001,1076.5161,3783.9624,nan,nan,nan,nan,nan,nan
472,nan,nan,nan,nan,nan,nan,943.19285,300.1428,2634.675,1851.573925,1077.0845,3783.9624,nan,nan,nan,nan,nan,nan
