epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
138,353.8329,392.2815,376.1231,221.9682,1207.7034,1197.5668,0.0007
139,344.2620,379.4434,363.6073,182.3148,1234.3499,1225.9634,0.0007
140,339.8240,379.0830,363.3378,182.8689,1274.7975,1266.3246,0.0005
141,322.5494,389.6979,374.6456,196.2080,1207.0886,1197.9323,0.0005
142,337.5562,404.9512,389.0861,214.3976,1095.8890,1085.8124,0.0005
143,326.6241,408.6553,393.1950,186.7692,1183.9420,1175.1014,0.0005
144,323.8925,393.4254,377.9865,186.7746,1235.4257,1226.5228,0.0005
145,318.7207,354.0744,338.7758,193.8220,1189.9845,1180.6810,0.0005
146,311.9366,409.3707,394.2938,187.9842,1247.6185,1238.5326,0.0005
147,316.0815,360.6726,345.2899,180.9440,1173.5316,1164.7256,0.0005
148,307.2262,368.4597,353.4055,172.7416,1241.0376,1232.5732,0.0005
149,294.5858,362.1007,347.5679,170.8386,1282.0254,1273.5973,0.0005
150,287.5767,360.5000,346.2170,173.3150,1215.6150,1207.0070,0.0005
151,292.1317,350.5849,335.9784,186.7563,1192.0054,1182.6675,0.0005
152,291.4268,351.9908,337.4195,195.1552,1168.5287,1158.7709,0.0005
153,286.3323,379.3743,365.0577,190.6636,1120.4888,1110.9557,0.0005
154,286.1484,354.6541,340.3467,198.0389,1159.7405,1149.8385,0.0005
155,287.3851,353.8021,339.4328,201.0358,1162.4049,1152.3531,0.0005
156,287.8804,356.1564,341.7624,203.4949,1056.1302,1045.9554,0.0005
157,279.7440,379.2121,365.2249,191.2762,1125.8715,1116.3075,0.0005
158,281.5404,361.1166,347.0396,182.8013,1150.4442,1141.3042,0.0005
159,278.0284,433.0030,419.1016,182.5894,1273.3446,1264.2152,0.0005
160,271.6396,378.2981,364.7161,174.6852,1102.3080,1093.5737,0.0005
161,274.5984,364.8528,351.1229,179.5780,1168.9524,1159.9735,0.0005
162,268.2281,345.4850,332.0736,161.8596,1174.0470,1165.9540,0.0005
163,264.1168,355.2793,342.0735,157.8920,1328.4771,1320.5824,0.0005
164,261.1502,386.3998,373.3423,167.0629,1126.2794,1117.9264,0.0005
165,259.2670,393.1092,380.1459,177.9496,1208.7269,1199.8293,0.0005
166,257.1702,366.7325,353.8740,173.6530,1107.0651,1098.3824,0.0005
167,255.9676,324.4016,311.6032,175.3274,1079.4271,1070.6606,0.0005
168,262.9099,379.2612,366.1157,177.7760,1093.3358,1084.4470,0.0005
169,264.6037,367.4047,354.1745,172.4876,1137.9049,1129.2804,0.0005
170,259.1791,389.0536,376.0946,153.4035,1195.1530,1187.4828,0.0005
171,248.9356,383.1434,370.6966,155.0508,1219.9725,1212.2200,0.0005
172,250.7018,352.9074,340.3723,161.6894,1175.9376,1167.8529,0.0005
173,250.7074,354.7312,342.1959,162.7987,1102.3417,1094.2018,0.0005
174,244.7924,339.4840,327.2443,152.5384,1177.2502,1169.6232,0.0005
175,244.9535,357.9104,345.6628,161.0406,1130.0511,1121.9991,0.0005
176,252.7365,376.7386,364.1018,179.3461,1085.4877,1076.5204,0.0005
177,251.3980,413.0300,400.4601,162.5914,1137.1466,1129.0171,0.0005
178,249.7276,339.0661,326.5797,170.7711,1091.5929,1083.0543,0.0005
179,245.4340,352.7679,340.4962,167.4349,1171.3530,1162.9813,0.0005
180,244.3743,330.2902,318.0715,164.0017,1070.5941,1062.3940,0.0003
181,247.4107,323.8992,311.5287,163.4981,1116.3625,1108.1876,0.0003
182,240.1589,330.1846,318.1766,153.9716,1161.7626,1154.0641,0.0003
183,239.2422,335.5155,323.5534,145.2175,1245.3041,1238.0431,0.0003
184,234.2314,341.8844,330.1728,148.4411,1176.8344,1169.4124,0.0003
