epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
231,410.1449,609.3068,588.7995,335.2805,1713.7305,1696.9664,0.0010
232,398.8817,569.3077,549.3636,337.8454,1504.2812,1487.3889,0.0010
233,429.3509,599.4558,577.9882,337.7659,1654.1154,1637.2271,0.0010
234,422.7855,570.5290,549.3897,345.4142,1455.6062,1438.3354,0.0010
235,430.1911,607.0153,585.5058,349.0379,1608.8842,1591.4324,0.0010
236,404.9221,619.8044,599.5584,334.7939,1351.5048,1334.7651,0.0010
237,406.4972,566.9605,546.6357,332.3803,1192.2039,1175.5850,0.0010
238,434.7003,577.9207,556.1856,324.2197,1844.9481,1828.7372,0.0010
239,429.2003,584.0088,562.5488,334.5679,1510.9757,1494.2473,0.0010
240,427.8993,570.9543,549.5593,327.6594,1496.4979,1480.1150,0.0010
241,402.8213,555.9673,535.8263,335.0945,1520.3704,1503.6157,0.0010
242,416.2913,588.5769,567.7623,330.8754,1772.6215,1756.0776,0.0010
243,433.3978,606.5715,584.9016,324.4525,1526.9015,1510.6788,0.0010
244,412.1556,566.5030,545.8951,324.0930,1780.9421,1764.7375,0.0010
245,415.5348,654.5865,633.8098,319.8532,1561.9530,1545.9604,0.0010
246,416.7489,533.8987,513.0613,324.8335,1462.3679,1446.1262,0.0010
247,424.3278,553.3839,532.1674,323.1084,1541.5442,1525.3888,0.0010
248,422.6097,625.9108,604.7803,317.4601,1466.6898,1450.8168,0.0010
249,413.1880,606.4708,585.8113,338.6893,1476.5553,1459.6208,0.0010
250,427.2565,581.7510,560.3882,331.5320,1230.4171,1213.8405,0.0010
251,415.3595,574.8932,554.1252,344.3289,1147.9402,1130.7238,0.0010
252,426.5873,599.9193,578.5898,341.1686,1335.6576,1318.5991,0.0010
253,432.3198,553.3572,531.7412,331.4095,1265.0068,1248.4363,0.0010
254,405.8896,576.2657,555.9713,330.2199,1380.8473,1364.3364,0.0010
255,411.6975,490.8763,470.2914,326.7847,1275.2891,1258.9498,0.0010
256,412.4604,532.1572,511.5342,323.3375,1436.9480,1420.7810,0.0010
257,406.1019,544.4547,524.1496,327.2514,1228.8795,1212.5168,0.0010
258,403.7996,610.3549,590.1650,331.7440,1416.0634,1399.4761,0.0010
259,403.0346,544.6592,524.5076,326.5490,1139.4625,1123.1350,0.0010
260,411.3786,579.9971,559.4281,333.4457,1488.3690,1471.6968,0.0010
261,414.9148,530.3472,509.6015,333.5896,1560.2076,1543.5282,0.0010
262,416.4063,543.5886,522.7684,333.0680,1336.3274,1319.6740,0.0010
263,416.2881,612.0977,591.2833,339.3853,1353.5483,1336.5791,0.0010
264,433.3381,568.0787,546.4117,320.7509,1426.0830,1410.0454,0.0010
265,406.5654,585.7431,565.4148,316.8688,1461.5602,1445.7168,0.0010
266,407.6518,569.4365,549.0539,335.1170,1286.2383,1269.4825,0.0010
267,443.4033,577.9152,555.7449,350.7591,1554.0863,1536.5485,0.0010
268,441.7757,568.0569,545.9682,341.4514,1546.4802,1529.4077,0.0010
269,404.2274,537.9806,517.7693,339.7180,1679.2577,1662.2719,0.0010
270,438.4980,503.9945,482.0697,335.7082,1484.6892,1467.9038,0.0010
271,426.0734,505.3607,484.0571,333.5738,1671.1008,1654.4222,0.0010
272,414.0518,693.5933,672.8907,334.7604,1833.6987,1816.9607,0.0010
273,418.5421,718.4543,697.5272,331.9122,1827.7498,1811.1541,0.0010
274,421.8276,659.4244,638.3329,316.7921,1592.3219,1576.4824,0.0010
275,423.7061,623.0469,601.8616,327.3924,1505.1210,1488.7513,0.0010
276,420.2167,552.5836,531.5727,332.9278,1406.1641,1389.5176,0.0010
277,415.3077,538.9689,518.2036,341.5546,1234.6730,1217.5952,0.0010
278,406.3013,554.3912,534.0762,348.4216,1087.0562,1069.6351,0.0010
279,405.1040,563.3511,543.0959,345.9891,1467.2930,1449.9935,0.0010
280,432.2417,624.7659,603.1538,357.6208,1385.8690,1367.9880,0.0010
281,420.9305,581.1621,560.1156,355.2952,1427.3126,1409.5479,0.0010
282,414.0516,505.1700,484.4674,357.6479,1350.9290,1333.0466,0.0010
283,416.9705,588.1152,567.2665,346.2437,1456.9476,1439.6355,0.0010
284,382.0593,569.0555,549.9526,342.1841,1689.1584,1672.0493,0.0010
285,433.5946,523.0494,501.3695,320.7640,1687.9221,1671.8839,0.0010
286,415.5066,541.1424,520.3670,319.3875,1496.8678,1480.8984,0.0010
287,409.2710,537.4281,516.9646,317.1426,1705.4929,1689.6357,0.0010
288,411.3928,491.4104,470.8408,312.5968,1513.4081,1497.7783,0.0010
289,416.2777,495.8263,475.0124,323.5767,1439.1532,1422.9744,0.0010
290,406.6356,557.8835,537.5517,322.4029,1354.3127,1338.1926,0.0010
291,420.4608,527.1205,506.0975,320.9198,1499.5211,1483.4751,0.0010
292,427.8569,540.1201,518.7273,326.4474,1545.7448,1529.4225,0.0010
293,418.9175,515.9624,495.0165,317.6664,1852.8706,1836.9873,0.0010
294,391.4675,559.2028,539.6295,325.3638,1675.4418,1659.1736,0.0010
295,428.9742,473.6999,452.2512,329.5678,1493.6815,1477.2031,0.0010
296,422.5395,527.8322,506.7053,342.9854,1463.2720,1446.1227,0.0010
297,405.4140,482.8469,462.5762,334.5899,1457.1251,1440.3956,0.0010
298,418.8219,528.2590,507.3179,358.6870,1175.0454,1157.1111,0.0010
299,417.3065,535.2524,514.3871,347.2445,1338.2379,1320.8757,0.0010
300,400.1954,511.7560,491.7463,334.0645,1766.0508,1749.3475,0.0010
