epoch,kl,loss,recon,val_kl,val_loss,val_recon,learning_rate
348,415.8916,485.8310,465.0365,387.4185,1300.6875,1281.3165,0.0010
349,406.0384,445.8662,425.5642,400.1997,1566.1654,1546.1554,0.0010
350,408.5507,482.2882,461.8606,375.1500,1240.2858,1221.5282,0.0010
351,427.0332,454.8380,433.4864,379.4207,1627.6727,1608.7017,0.0010
352,429.9179,471.6436,450.1477,375.8875,1589.7867,1570.9923,0.0010
353,415.3281,437.5227,416.7563,367.9272,1293.7103,1275.3140,0.0010
354,394.3261,487.2358,467.5195,378.8232,1147.0306,1128.0896,0.0010
355,393.8005,491.2217,471.5317,391.6953,1170.6515,1151.0668,0.0010
356,413.7963,426.3569,405.6671,387.7767,1202.2200,1182.8311,0.0010
357,431.0064,426.5890,405.0387,379.5605,1323.6410,1304.6628,0.0010
358,440.0332,412.0162,390.0146,368.3199,1194.8564,1176.4406,0.0010
359,418.4242,423.9976,403.0764,383.8341,1020.4702,1001.2786,0.0010
360,434.3104,419.4592,397.7437,384.8159,1101.3579,1082.1172,0.0010
361,416.5134,492.7572,471.9315,401.3932,1107.5719,1087.5022,0.0010
362,430.2373,466.6209,445.1091,391.3423,1279.7045,1260.1373,0.0010
363,433.9611,428.5209,406.8228,398.0814,1156.6034,1136.6993,0.0007
364,418.7917,455.4875,434.5479,395.5323,1139.0146,1119.2380,0.0007
365,410.6411,427.6669,407.1349,390.6932,1472.0500,1452.5154,0.0007
366,414.5490,438.7976,418.0701,389.1226,1142.9741,1123.5181,0.0007
367,429.4980,432.6436,411.1686,379.6347,1175.0411,1156.0593,0.0007
368,420.4337,390.3235,369.3018,399.2805,1116.6697,1096.7056,0.0007
369,426.2563,424.7913,403.4785,406.1015,1186.5400,1166.2350,0.0007
370,409.9951,425.9159,405.4160,390.5893,1409.7291,1390.1997,0.0007
371,403.9798,447.3712,427.1722,383.0970,1514.7078,1495.5530,0.0007
372,405.0343,398.2610,378.0092,378.5975,1448.9219,1429.9919,0.0007
373,404.1763,506.4581,486.2494,380.5773,1308.4637,1289.4348,0.0007
374,419.4798,431.4795,410.5055,379.9669,1353.3218,1334.3235,0.0007
375,408.0459,427.0032,406.6009,368.4567,1286.0002,1267.5773,0.0007
376,412.1167,436.9833,416.3774,373.8135,1262.3179,1243.6272,0.0007
377,389.6429,486.8275,467.3453,380.3125,1194.6195,1175.6039,0.0007
378,420.5186,412.8800,391.8541,377.5053,1274.2308,1255.3555,0.0007
379,414.9281,406.5815,385.8351,376.5665,1264.6146,1245.7864,0.0007
380,400.5855,435.8807,415.8514,375.2102,1422.0770,1403.3165,0.0007
381,402.8581,545.1726,525.0297,369.2019,1286.5938,1268.1335,0.0007
382,388.3283,496.9241,477.5077,362.4274,1383.7397,1365.6184,0.0007
383,398.9294,461.0511,441.1045,366.1443,1100.7600,1082.4528,0.0007
384,405.8898,436.6935,416.3990,350.4637,1196.6814,1179.1581,0.0007
385,391.5647,405.4825,385.9042,348.5568,1206.5490,1189.1211,0.0007
386,391.1897,406.2636,386.7041,353.1474,1086.2620,1068.6046,0.0007
387,389.8149,396.5942,377.1034,359.7284,1190.3033,1172.3169,0.0007
388,379.4781,410.9534,391.9795,360.6476,1247.8143,1229.7820,0.0007
389,391.4299,438.9117,419.3403,364.9041,1296.9935,1278.7483,0.0007
390,398.0551,402.3364,382.4336,370.3610,1257.0448,1238.5269,0.0007
391,406.2044,416.4438,396.1336,373.8794,1269.8301,1251.1361,0.0007
392,385.9457,429.9030,410.6057,380.3417,1300.0427,1281.0256,0.0007
393,382.5598,403.8418,384.7139,380.4619,1137.5045,1118.4814,0.0007
394,402.3579,474.9762,454.8583,395.7180,1177.0658,1157.2799,0.0007
395,392.6184,418.7165,399.0856,393.7256,1439.9243,1420.2380,0.0007
396,403.5865,378.2425,358.0632,393.0456,1422.9333,1403.2810,0.0007
397,401.0442,397.1544,377.1022,398.0011,1245.8733,1225.9731,0.0007
398,397.2365,426.5509,406.6891,405.3720,1134.2385,1113.9700,0.0007
399,410.3634,370.5967,350.0786,404.5985,1203.6436,1183.4136,0.0007
400,405.5801,401.6383,381.3593,398.9128,1365.3069,1345.3613,0.0007
401,403.7668,457.8543,437.6660,398.9080,1293.7798,1273.8345,0.0007
402,392.2239,371.7896,352.1785,400.9696,1239.5135,1219.4650,0.0007
403,421.5094,442.8611,421.7855,397.5569,1305.9026,1286.0248,0.0005
404,393.0169,426.7508,407.0999,391.7816,1328.0566,1308.4675,0.0005
405,403.1264,392.3535,372.1973,381.2523,1217.8281,1198.7656,0.0005
406,404.0674,431.2432,411.0398,379.2673,1193.4454,1174.4822,0.0005
407,424.7896,410.5697,389.3302,369.5154,1270.7404,1252.2646,0.0005
408,394.8448,399.9066,380.1644,367.2183,1222.7964,1204.4354,0.0005
409,396.4541,404.4605,384.6378,371.4256,1215.1499,1196.5786,0.0005
410,398.5244,395.3517,375.4255,379.1966,1274.9261,1255.9663,0.0005
411,375.0534,456.6767,437.9240,378.2422,1331.6814,1312.7693,0.0005
412,396.0182,370.3421,350.5412,376.9155,1204.5503,1185.7046,0.0005
413,398.0781,396.0990,376.1951,381.2111,1188.2837,1169.2231,0.0005
414,410.6377,383.7094,363.1775,381.5226,1090.0876,1071.0115,0.0005
415,396.1257,347.5248,327.7185,375.1225,1164.6069,1145.8507,0.0005
416,399.0012,450.1609,430.2108,374.4743,1199.6465,1180.9227,0.0005
417,397.7519,397.9764,378.0888,377.6275,1183.1414,1164.2600,0.0005
418,412.7899,364.7128,344.0733,380.3161,1107.4338,1088.4181,0.0005
419,391.0173,402.4409,382.8901,388.0030,1058.9493,1039.5493,0.0005
420,389.4992,386.8414,367.3665,386.9247,1200.4419,1181.0957,0.0005
421,397.5851,401.1615,381.2823,384.3090,1187.3058,1168.0903,0.0005
422,395.6910,414.3522,394.5676,383.3031,1175.5264,1156.3612,0.0005
423,390.2878,390.5841,371.0697,376.3692,1277.0974,1258.2791,0.0005
424,388.5912,390.1941,370.7645,375.4510,1248.8831,1230.1106,0.0005
425,381.2823,388.3414,369.2773,379.3145,1219.2114,1200.2457,0.0005
426,389.0062,398.6688,379.2184,375.3314,1267.7413,1248.9749,0.0005
427,403.2808,354.9912,334.8271,376.9465,1233.4709,1214.6235,0.0005
428,380.2613,484.7907,465.7776,384.5835,1195.6816,1176.4524,0.0005
429,367.2927,478.3522,459.9877,367.3477,1221.2263,1202.8589,0.0005
430,377.1114,404.8674,386.0118,369.4405,1232.7815,1214.3094,0.0005
431,393.0932,432.5434,412.8887,374.9862,1094.7021,1075.9529,0.0005
432,409.6897,370.6735,350.1889,380.7720,1034.0742,1015.0356,0.0005
433,381.1229,361.5800,342.5238,376.8173,1104.7705,1085.9297,0.0005
434,362.6283,386.7747,368.6433,376.8055,1087.6565,1068.8162,0.0005
435,363.2769,386.9779,368.8141,381.1827,1159.6521,1140.5930,0.0005
436,378.3014,370.1759,351.2609,373.6113,1291.2532,1272.5726,0.0005
437,391.6279,363.5219,343.9406,368.7200,1205.3616,1186.9255,0.0005
438,381.7010,380.8860,361.8009,367.6343,1269.3242,1250.9426,0.0005
439,376.8228,411.5835,392.7424,379.7876,1082.1062,1063.1169,0.0005
440,374.8829,345.5479,326.8037,373.1525,1182.4176,1163.7600,0.0005
441,385.7105,368.6226,349.3370,378.9945,1093.6853,1074.7356,0.0005
442,365.8883,388.4680,370.1736,378.0590,1065.6096,1046.7067,0.0005
443,381.7587,384.1817,365.0938,381.2697,1148.5514,1129.4878,0.0003
444,361.4023,360.9495,342.8794,385.3347,1074.6423,1055.3757,0.0003
445,384.6292,380.2650,361.0335,380.3616,1185.1788,1166.1608,0.0003
446,375.5974,375.4561,356.6762,376.5837,1117.4672,1098.6379,0.0003
447,387.4931,371.4677,352.0930,372.3695,1164.2671,1145.6486,0.0003
448,375.3672,364.1600,345.3916,369.5853,1136.7615,1118.2822,0.0003
449,386.1987,373.9795,354.6696,373.8293,1180.1263,1161.4349,0.0003
450,376.8340,349.0239,330.1822,369.2407,1154.0139,1135.5518,0.0003
451,386.2964,391.0435,371.7287,368.3509,1131.2682,1112.8506,0.0003
452,383.6652,386.9273,367.7440,370.2857,1126.8586,1108.3444,0.0003
453,375.3624,355.3011,336.5331,372.5022,1112.5981,1093.9731,0.0003
454,376.2897,402.8640,384.0495,376.2516,1191.2678,1172.4553,0.0003
455,374.1874,347.2923,328.5829,376.3462,1126.1793,1107.3621,0.0003
456,384.3694,345.0143,325.7958,375.1504,1121.0443,1102.2867,0.0003
457,373.4777,340.4547,321.7809,377.7986,1128.9210,1110.0311,0.0003
458,401.5856,370.2990,350.2196,375.6920,1161.3604,1142.5757,0.0003
459,383.4085,362.8830,343.7126,379.8100,1108.7128,1089.7224,0.0003
460,358.0601,373.1049,355.2019,384.2687,1144.0762,1124.8628,0.0003
461,383.9104,382.8389,363.6434,383.9802,1152.3638,1133.1648,0.0003
462,358.8945,359.8384,341.8937,389.3483,1122.8800,1103.4127,0.0003
463,370.4831,386.5610,368.0369,387.0471,1115.4198,1096.0674,0.0003
464,369.4307,348.3101,329.8386,385.7191,1105.9380,1086.6520,0.0003
465,376.5352,361.5508,342.7240,387.0830,1109.2139,1089.8596,0.0003
466,387.5686,336.4583,317.0799,391.8611,1059.3425,1039.7495,0.0003
467,375.5443,395.1953,376.4181,395.3528,1109.1320,1089.3643,0.0003
468,377.1911,341.2377,322.3781,396.7052,1101.0955,1081.2601,0.0003
469,368.7111,365.6969,347.2614,396.3859,1126.7144,1106.8950,0.0003
470,367.7504,347.5743,329.1868,392.6831,1096.5344,1076.9003,0.0003
471,411.9768,405.4520,384.8531,399.4219,1096.4872,1076.5161,0.0003
472,376.4827,338.0147,319.1906,396.2642,1096.8977,1077.0845,0.0003
